CAS Number,Chemical Name,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration Mean Op (Days),Observed Duration Mean (Days),Observed Duration Min Op (Days),Observed Duration Min (Days),Observed Duration Max Op (Days),Observed Duration Max (Days),Observed Duration Units (Days),Exposure Duration Mean Op (Author),Exposure Duration Mean (Author),Exposure Duration Min Op (Author),Exposure Duration Min (Author),Exposure Duration Max Op (Author),Exposure Duration Max (Author),Exposure Duration Units (Author),Exposure Duration Mean Op (Days),Exposure Duration Mean (Days),Exposure Duration Min Op (Days),Exposure Duration Min (Days),Exposure Duration Max Op (Days),Exposure Duration Max (Days),Exposure Duration Units (Days),Author,Reference Number,Title,Source,Publication Year
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Rana catesbeiana,Bullfrog,Amphibians; Standard Test Species,Tadpole,,25,,,,,Gosner stage,Renewal,Fresh water,Lab,6,Active ingredient,,0.5,,,,,ae mg/L,Mortality,Mortality,LC10,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Relyea,R.A., and D.K. Jones",153679,The Toxicity of Roundup Original Max to 13 Species of Larval Amphibians,Environ. Toxicol. Chem.28(9): 2004-2008,2009
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Lithobates sylvaticus,Wood Frog,Amphibians; Standard Test Species,Tadpole,,25,,,,,Gosner stage,Renewal,Fresh water,Lab,6,Active ingredient,,1.3,,1,,1.5,ae mg/L,Mortality,Mortality,LC10,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Relyea,R.A., and D.K. Jones",153679,The Toxicity of Roundup Original Max to 13 Species of Larval Amphibians,Environ. Toxicol. Chem.28(9): 2004-2008,2009
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Rana catesbeiana,Bullfrog,Amphibians; Standard Test Species,Tadpole,,25,,,,,Stage,Lentic ,Fresh water,Field artificial,4,Active ingredient,,1.63,,0.59,,1.91,ae mg/L,Mortality,Mortality,LC10,,,,,15,,16,Day(s),,,,15,,16,Day(s),,,,15,,16,Day(s),"Jones,D.K., J.I. Hammond, and R.A. Relyea",156497,Competitive Stress can Make the Herbicide Roundup More Deadly to Larval Amphibians,Environ. Toxicol. Chem.30(2): 446-454,2011
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Rana catesbeiana,Bullfrog,Amphibians; Standard Test Species,Tadpole,,25,,,,,Stage,Lentic ,Fresh water,Field artificial,4,Active ingredient,,1.18,,1.06,,1.28,ae mg/L,Mortality,Mortality,LC10,,,,,15,,16,Day(s),,,,15,,16,Day(s),,,,15,,16,Day(s),"Jones,D.K., J.I. Hammond, and R.A. Relyea",156497,Competitive Stress can Make the Herbicide Roundup More Deadly to Larval Amphibians,Environ. Toxicol. Chem.30(2): 446-454,2011
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Lithobates sylvaticus,Wood Frog,Amphibians; Standard Test Species,Tadpole,,,,,,,,Static,Fresh water,Lab,9,Active ingredient,,1.06,,0.67,,1.69,ae mg/L,Mortality,Mortality,LC10,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Edge,C., M. Gahl, D. Thompson, C. Hao, and J. Houlahan",173391,Variation in Amphibian Response to Two Formulations of Glyphosate-Based Herbicides,Environ. Toxicol. Chem.33(11): 2628-2632,2014
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Lithobates sylvaticus,Wood Frog,Amphibians; Standard Test Species,Tadpole,,26,,,,,Stage,Static,Fresh water,Field artificial,4,Active ingredient,,2.02,,1.47,,2.34,ae mg/L,Mortality,Mortality,LC10,,,4,,,,,Day(s),,4,,,,,Day(s),,4,,,,,Day(s),"Jones,D.K., J.I. Hammond, and R.A. Relyea",170772,"Roundup and Amphibians: The Importance of Concentration, Application Time, and Stratification",Environ. Toxicol. Chem.29(9): 2016-2025,2010
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Bufo americanus,American Toad,Amphibians; Standard Test Species,Tadpole,,25,,,,,Stage,Static,Fresh water,Field artificial,4,Active ingredient,,1.98,,1.49,,2.28,ae mg/L,Mortality,Mortality,LC10,,,4,,,,,Day(s),,4,,,,,Day(s),,4,,,,,Day(s),"Jones,D.K., J.I. Hammond, and R.A. Relyea",170772,"Roundup and Amphibians: The Importance of Concentration, Application Time, and Stratification",Environ. Toxicol. Chem.29(9): 2016-2025,2010
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Bufo americanus,American Toad,Amphibians; Standard Test Species,Tadpole,,25,,,,,Gosner stage,Renewal,Fresh water,Lab,6,Active ingredient,,1.2,,0.9,,1.3,ae mg/L,Mortality,Mortality,LC10,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Relyea,R.A., and D.K. Jones",153679,The Toxicity of Roundup Original Max to 13 Species of Larval Amphibians,Environ. Toxicol. Chem.28(9): 2004-2008,2009
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Bufo americanus,American Toad,Amphibians; Standard Test Species,Tadpole,,25,,,,,Stage,Static,Fresh water,Field artificial,4,Active ingredient,,0.99,,0.42,,1.35,ae mg/L,Mortality,Mortality,LC10,,,18,,,,,Day(s),,18,,,,,Day(s),,18,,,,,Day(s),"Jones,D.K., J.I. Hammond, and R.A. Relyea",170772,"Roundup and Amphibians: The Importance of Concentration, Application Time, and Stratification",Environ. Toxicol. Chem.29(9): 2016-2025,2010
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Lithobates pipiens,Leopard Frog,Amphibians; Standard Test Species,Tadpole,,25,,,,,Gosner stage,Renewal,Fresh water,Lab,6,Active ingredient,,1.2,,1.1,,1.4,ae mg/L,Mortality,Mortality,LC10,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Relyea,R.A., and D.K. Jones",153679,The Toxicity of Roundup Original Max to 13 Species of Larval Amphibians,Environ. Toxicol. Chem.28(9): 2004-2008,2009
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Rana catesbeiana,Bullfrog,Amphibians; Standard Test Species,Tadpole,,25,,,,,Stage,Lentic ,Fresh water,Field artificial,4,Active ingredient,,1.38,,0.69,,1.72,ae mg/L,Mortality,Mortality,LC10,,,,,15,,16,Day(s),,,,15,,16,Day(s),,,,15,,16,Day(s),"Jones,D.K., J.I. Hammond, and R.A. Relyea",156497,Competitive Stress can Make the Herbicide Roundup More Deadly to Larval Amphibians,Environ. Toxicol. Chem.30(2): 446-454,2011
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Bufo americanus,American Toad,Amphibians; Standard Test Species,Tadpole,,25,,,,,Stage,Static,Fresh water,Field artificial,4,Active ingredient,,1.67,,0.72,,2.01,ae mg/L,Mortality,Mortality,LC10,,,11,,,,,Day(s),,11,,,,,Day(s),,11,,,,,Day(s),"Jones,D.K., J.I. Hammond, and R.A. Relyea",170772,"Roundup and Amphibians: The Importance of Concentration, Application Time, and Stratification",Environ. Toxicol. Chem.29(9): 2016-2025,2010
39600425,N-(Phosphonomethyl)glycine potassium salt (1:1),Lithobates sylvaticus,Wood Frog,Amphibians; Standard Test Species,Tadpole,,,,,,,,Static,Fresh water,Lab,9,Active ingredient,,5.98,,5.28,,6.77,ae mg/L,Mortality,Mortality,LC10,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Edge,C., M. Gahl, D. Thompson, C. Hao, and J. Houlahan",173391,Variation in Amphibian Response to Two Formulations of Glyphosate-Based Herbicides,Environ. Toxicol. Chem.33(11): 2628-2632,2014
70393850,N-(Phosphonomethyl)glycine sodium salt (2:3),Xenopus laevis,African Clawed Frog,Amphibians; Standard Test Species,Tadpole,,60,,,,,Nieuwkoop-faber-stage,Renewal,Fresh water,Lab,6,Formulation,,375,,332,,400,AI mg/L,Mortality,Mortality,LC05,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Babalola,O.O., and J.H. Van Wyk",178547,"Comparative Early Life Stage Toxicity of the African Clawed Frog, Xenopus laevis Following Exposure to Selected Herbicide Formulations Applied to Eradicate Alien Plants in South Africa",Arch. Environ. Contam. Toxicol.75(1): 8-16,2018
70393850,N-(Phosphonomethyl)glycine sodium salt (2:3),Xenopus laevis,African Clawed Frog,Amphibians; Standard Test Species,Egg,,48,,,,,Nieuwkoop-faber-stage,Renewal,Fresh water,Lab,7,Formulation,,12.9,,4.3,,21.1,AI mg/L,Mortality,Mortality,LC05,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Babalola,O.O., and J.H. Van Wyk",178547,"Comparative Early Life Stage Toxicity of the African Clawed Frog, Xenopus laevis Following Exposure to Selected Herbicide Formulations Applied to Eradicate Alien Plants in South Africa",Arch. Environ. Contam. Toxicol.75(1): 8-16,2018
70393850,N-(Phosphonomethyl)glycine sodium salt (2:3),Xenopus laevis,African Clawed Frog,Amphibians; Standard Test Species,Egg,,,,8,,11,Nieuwkoop-faber-stage,Renewal,Fresh water,Lab,7,Formulation,,162.8,,143,,175,AI mg/L,Mortality,Mortality,LC05,,,4,,,,,Day(s),,96,,,,,Hour(s),,4,,,,,Day(s),"Babalola,O.O., and J.H. Van Wyk",178547,"Comparative Early Life Stage Toxicity of the African Clawed Frog, Xenopus laevis Following Exposure to Selected Herbicide Formulations Applied to Eradicate Alien Plants in South Africa",Arch. Environ. Contam. Toxicol.75(1): 8-16,2018
